"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_indec_id"
"410457","Comisaría","Femenino","Madre","Psicológica","42","40 a 49 años","Femenino","2","1","Masculino","Ex espos@/pareja","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-23 17:41:36","Ciudad Autónoma de Buenos Aires","02"
"361721","Comisaría","Femenino","Otro no familiar","Psicológica","37","30 a 39 años","Femenino","6","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-12-23 17:52:12","Ciudad Autónoma de Buenos Aires","02"
"410458","Víctima","Femenino","Otro familiar","Física","47","40 a 49 años","Femenino","2","1","Femenino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-23 18:29:19","Ciudad Autónoma de Buenos Aires","02"
"410459","Comisaría","Masculino","No hay niñas/os","Psicológica","85","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No había móviles y/o Equipos para realizar la intervención","2018-12-23 18:44:09","Ciudad Autónoma de Buenos Aires","02"
"410460","Víctima","Femenino","Madre","Psicológica","52","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-23 19:10:36","Ciudad Autónoma de Buenos Aires","02"
"410461","Comisaría","Masculino","Otro no familiar","Física","41","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-23 19:38:50","Ciudad Autónoma de Buenos Aires","02"
"410462","Vecina/o de la víctima","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","NS/NC","1","1","Femenino","Madre","No había móviles y/o Equipos para realizar la intervención","2018-12-23 19:41:45","Ciudad Autónoma de Buenos Aires","02"
"410463","Víctima","Femenino","No hay niñas/os","Física","41","40 a 49 años","Femenino","2","1","Femenino","Herman@","Llamante solicitó información y/o orientación","2018-12-23 21:17:14","Ciudad Autónoma de Buenos Aires","02"
"410464","Vecina/o de la víctima","Femenino","Otro no familiar","Física","10","6 a 11 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-23 21:51:14","Ciudad Autónoma de Buenos Aires","02"
"410465","Víctima","Femenino","Padre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-23 22:18:51","Ciudad Autónoma de Buenos Aires","02"
"410462","Otra Institución","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","NS/NC","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-23 22:40:47","Ciudad Autónoma de Buenos Aires","02"
"410466","Familiar de la víctima","Femenino","Otro familiar","Física","6","6 a 11 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-23 22:59:45","Ciudad Autónoma de Buenos Aires","02"
"410467","Comisaría","Femenino","Madre","Psicológica","51","50 a 59 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-23 23:59:32","Ciudad Autónoma de Buenos Aires","02"
"410468","Comisaría","Femenino","No hay niñas/os","Psicológica","27","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-24 00:08:10","Ciudad Autónoma de Buenos Aires","02"
"410469","Comisaría","Femenino","Otro no familiar","Física","24","18 a 29 años","Masculino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2018-12-24 01:11:44","Ciudad Autónoma de Buenos Aires","02"
"410470","Comisaría","Masculino","No hay niñas/os","Física","43","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-24 02:21:01","Ciudad Autónoma de Buenos Aires","02"
"410471","Comisaría","Femenino","No hay niñas/os","Física","22","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-24 03:25:55","Ciudad Autónoma de Buenos Aires","02"
"410472","Familiar de la víctima","Femenino","Madre","Psicológica","15","12 a 17 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-24 03:35:54","Ciudad Autónoma de Buenos Aires","02"
"410417","Comisaría","Femenino","Sin datos","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-24 07:22:56","Ciudad Autónoma de Buenos Aires","02"
"410476","Comisaría","Masculino","Otro no familiar","Física","34","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-24 12:21:56","Ciudad Autónoma de Buenos Aires","02"
"410473","Familiar de la víctima","Masculino","Otro familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Femenino","Otro conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-24 14:03:11","Ciudad Autónoma de Buenos Aires","02"
"410474","Víctima","Femenino","Madre","Psicológica","40","40 a 49 años","Femenino","2","1","Masculino","Padre","Está interviniendo o se deriva a otra institución","2018-12-24 14:07:23","Ciudad Autónoma de Buenos Aires","02"
"410477","Comisaría","Masculino","Otro no familiar","Física","45","40 a 49 años","Masculino","2","2","Masculino","Otro no conviviente","La víctima no aceptó la intervención de Equipos Móviles","2018-12-24 15:38:55","Ciudad Autónoma de Buenos Aires","02"
"410479","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","4","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-24 15:58:32","Ciudad Autónoma de Buenos Aires","02"
"410478","Comisaría","Masculino","Otro no familiar","Física","31","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-24 15:58:45","Ciudad Autónoma de Buenos Aires","02"
"410480","Víctima","Femenino","Madre","Física","42","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-24 17:33:41","Ciudad Autónoma de Buenos Aires","02"
"410481","Víctima","Femenino","No hay niñas/os","Física","14","12 a 17 años","Femenino","1","1","Masculino","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-24 17:44:50","Ciudad Autónoma de Buenos Aires","02"
"410482","Otro sobre un caso que no es violencia familiar","Femenino","No hay niñas/os","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-24 19:21:33","Ciudad Autónoma de Buenos Aires","02"
"410483","Comisaría","Femenino","No hay niñas/os","Física","26","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-24 19:24:34","Ciudad Autónoma de Buenos Aires","02"
"410484","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 01:30:51","Ciudad Autónoma de Buenos Aires","02"
"410485","Comisaría","Femenino","No hay niñas/os","Física","23","18 a 29 años","Femenino","1","1","Masculino","Herman@","Llamante solicitó información y/o orientación","2018-12-25 07:27:35","Ciudad Autónoma de Buenos Aires","02"
"410486","Víctima","Femenino","Madre","Física","25","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-25 07:31:59","Ciudad Autónoma de Buenos Aires","02"
"410487","Comisaría","Femenino","No hay niñas/os","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 07:36:15","Ciudad Autónoma de Buenos Aires","02"
"234988","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","6","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-25 10:58:46","Ciudad Autónoma de Buenos Aires","02"
"410493","Víctima","Femenino","No hay niñas/os","Psicológica","35","30 a 39 años","Masculino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-25 11:20:11","Ciudad Autónoma de Buenos Aires","02"
"410494","Comisaría","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 11:39:31","Ciudad Autónoma de Buenos Aires","02"
"410496","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-25 13:13:49","Ciudad Autónoma de Buenos Aires","02"
"410497","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Masculino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 13:18:41","Ciudad Autónoma de Buenos Aires","02"
"234988","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-25 13:36:17","Ciudad Autónoma de Buenos Aires","02"
"410498","Comisaría","Masculino","Padre","Física","Sin Datos","Sin Datos","Masculino","1","1","Femenino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 13:56:56","Ciudad Autónoma de Buenos Aires","02"
"410499","Comisaría","Masculino","Sin datos","Física","42","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 16:31:52","Ciudad Autónoma de Buenos Aires","02"
"410500","Hospital","Femenino","No hay niñas/os","Física","21","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 16:55:49","Ciudad Autónoma de Buenos Aires","02"
"410501","Comisaría","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 17:22:45","Ciudad Autónoma de Buenos Aires","02"
"410502","Comisaría","Masculino","No hay niñas/os","Psicológica","60","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-25 18:30:56","Ciudad Autónoma de Buenos Aires","02"
"410503","Víctima","Masculino","Padre","Física","56","50 a 59 años","Masculino","4","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-12-25 18:34:16","Ciudad Autónoma de Buenos Aires","02"
"410504","Comisaría","Femenino","Madre","Física","37","30 a 39 años","Femenino","5","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 18:58:12","Ciudad Autónoma de Buenos Aires","02"
"410505","Comisaría","Femenino","No hay niñas/os","Física","24","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 19:29:03","Ciudad Autónoma de Buenos Aires","02"
"410506","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-25 19:49:38","Ciudad Autónoma de Buenos Aires","02"
"188402","Comisaría","Masculino","Otro no familiar","Física","15","12 a 17 años","Femenino","3","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2018-12-25 20:58:04","Ciudad Autónoma de Buenos Aires","02"
"410478","Víctima","Femenino","Madre","Física","31","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-25 23:24:39","Ciudad Autónoma de Buenos Aires","02"
"410507","Víctima","Masculino","No hay niñas/os","Física","48","40 a 49 años","Masculino","1","1","Masculino","Hij@","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-26 01:49:24","Ciudad Autónoma de Buenos Aires","02"
"410508","Comisaría","Femenino","No hay niñas/os","Física","22","18 a 29 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2018-12-26 01:52:13","Ciudad Autónoma de Buenos Aires","02"
"410509","Comisaría","Femenino","Otro no familiar","Física","20","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-26 01:55:23","Ciudad Autónoma de Buenos Aires","02"
"410510","Comisaría","Masculino","Otro no familiar","Física","32","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-26 02:55:09","Ciudad Autónoma de Buenos Aires","02"
"410511","Comisaría","Femenino","Otro no familiar","Física","29","18 a 29 años","Femenino","4","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-26 02:59:36","Ciudad Autónoma de Buenos Aires","02"
"410512","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-26 08:15:06","Ciudad Autónoma de Buenos Aires","02"
"410513","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-26 08:26:49","Ciudad Autónoma de Buenos Aires","02"
"410514","Familiar de la víctima","Femenino","Otro familiar","Física","Sin Datos","Sin Datos","Trans","2","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-26 09:08:00","Ciudad Autónoma de Buenos Aires","02"
"410373","Agresor/a","Masculino","Padre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-26 10:59:12","Ciudad Autónoma de Buenos Aires","02"
"410097","Vecina/o de la víctima","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","Trans","3","2","Trans","Padre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-26 11:54:21","Ciudad Autónoma de Buenos Aires","02"
"410515","Hospital","Femenino","Sin datos","Física","19","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-26 13:04:10","Ciudad Autónoma de Buenos Aires","02"
"410516","Otra Institución","Femenino","Otro no familiar","Física","31","30 a 39 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-26 14:56:23","Ciudad Autónoma de Buenos Aires","02"
"346444","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-26 15:46:01","Ciudad Autónoma de Buenos Aires","02"
"410518","Otro Particular","Femenino","Sin datos","Física","17","12 a 17 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-26 16:15:54","Ciudad Autónoma de Buenos Aires","02"
"410517","Comisaría","Masculino","Otro no familiar","Psicológica","45","40 a 49 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-26 16:24:53","Ciudad Autónoma de Buenos Aires","02"
"410519","Familiar de la víctima","Masculino","Padre","Física","10","6 a 11 años","Femenino","2","1","Masculino","Pareja de la madre/padre","Llamante solicitó información y/o orientación","2018-12-26 16:35:03","Ciudad Autónoma de Buenos Aires","02"
"410520","Víctima","Femenino","Sin datos","Física y sexual","31","30 a 39 años","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-26 17:16:01","Ciudad Autónoma de Buenos Aires","02"
"410153","Víctima","Masculino","No hay niñas/os","Psicológica","43","40 a 49 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-26 18:06:50","Ciudad Autónoma de Buenos Aires","02"
"410521","Comisaría","Femenino","No hay niñas/os","Física","18","18 a 29 años","Femenino","2","1","Masculino","Padre","Se planificó intervención para otro momento","2018-12-26 19:32:08","Ciudad Autónoma de Buenos Aires","02"
"410521","Comisaría","Femenino","Otro no familiar","Física","18","18 a 29 años","Femenino","1","1","Masculino","Padre","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-26 20:15:48","Ciudad Autónoma de Buenos Aires","02"
"410522","Víctima","Femenino","Madre","Física","25","18 a 29 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-26 20:32:59","Ciudad Autónoma de Buenos Aires","02"
"410524","Víctima","Femenino","Madre","Psicológica","42","40 a 49 años","Femenino","3","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-12-26 20:55:15","Ciudad Autónoma de Buenos Aires","02"
"410525","Víctima","Femenino","No hay niñas/os","Psicológica","65","Más de 60 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-26 21:17:59","Ciudad Autónoma de Buenos Aires","02"
"410529","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Femenino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2018-12-26 23:04:46","Ciudad Autónoma de Buenos Aires","02"
"384723","Comisaría","Femenino","No hay niñas/os","Física","36","30 a 39 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-26 23:06:59","Ciudad Autónoma de Buenos Aires","02"
"410530","Comisaría","Femenino","Otro no familiar","Física","43","40 a 49 años","Femenino","4","1","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-26 23:51:48","Ciudad Autónoma de Buenos Aires","02"
"410531","Víctima","Femenino","Madre","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Hij@","Llamante solicitó información y/o orientación","2018-12-27 00:41:02","Ciudad Autónoma de Buenos Aires","02"
"404966","Vecina/o de la víctima","Femenino","No hay niñas/os","Psicológica","27","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-27 01:13:42","Ciudad Autónoma de Buenos Aires","02"
"410532","Vecina/o de la víctima","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","NS/NC","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-27 01:50:44","Ciudad Autónoma de Buenos Aires","02"
"79363","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-27 02:02:10","Ciudad Autónoma de Buenos Aires","02"
"408248","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-27 06:17:16","Ciudad Autónoma de Buenos Aires","02"
"410533","Familiar de la víctima","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-27 06:45:18","Ciudad Autónoma de Buenos Aires","02"
"410539","Víctima","Femenino","No hay niñas/os","Psicológica","70","Más de 60 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-27 11:00:52","Ciudad Autónoma de Buenos Aires","02"
"410549","Comisaría","Femenino","Otro no familiar","Física","29","18 a 29 años","Femenino","3","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-27 13:16:24","Ciudad Autónoma de Buenos Aires","02"
"410550","Víctima","Femenino","Otro familiar","Física","25","18 a 29 años","Femenino","2","1","Femenino","Herman@","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-27 14:16:58","Ciudad Autónoma de Buenos Aires","02"
"410551","Comisaría","Masculino","No hay niñas/os","Física","44","40 a 49 años","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-27 16:09:17","Ciudad Autónoma de Buenos Aires","02"
"410552","Comisaría","Masculino","Otro no familiar","Física","Sin Datos","Sin Datos","NS/NC","1","1","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-27 16:14:39","Ciudad Autónoma de Buenos Aires","02"
"410553","Víctima","Masculino","Sin datos","Psicológica","12","12 a 17 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-27 16:23:21","Ciudad Autónoma de Buenos Aires","02"
"374130","Víctima","Femenino","No hay niñas/os","Psicológica","77","Más de 60 años","Femenino","1","1","Masculino","Hij@","La víctima no aceptó la intervención de Equipos Móviles","2018-12-27 17:11:19","Ciudad Autónoma de Buenos Aires","02"
"410556","Familiar de la víctima","Femenino","Otro familiar","Psicológica","3","1 a 5 años","Masculino","2","2","Femenino","Madre","Llamante solicitó información y/o orientación","2018-12-27 19:04:16","Ciudad Autónoma de Buenos Aires","02"
"410557","Comisaría","Femenino","No hay niñas/os","Psicológica","48","40 a 49 años","Femenino","1","1","Femenino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-27 19:31:26","Ciudad Autónoma de Buenos Aires","02"
"410558","Familiar de la víctima","Femenino","Otro familiar","Psicológica","4","1 a 5 años","Femenino","2","1","Femenino","Madre","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-27 19:36:27","Ciudad Autónoma de Buenos Aires","02"
"410559","Otro Particular","Masculino","Padre","Física","8","6 a 11 años","Masculino","1","1","NS/NC","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-27 19:43:52","Ciudad Autónoma de Buenos Aires","02"
"235690","Otro Particular","Femenino","Otro no familiar","Física","17","12 a 17 años","Femenino","2","2","Femenino","Madre","Está interviniendo o se deriva a otra institución","2018-12-27 22:30:17","Ciudad Autónoma de Buenos Aires","02"
"410561","Otro sobre un caso que no es violencia familiar","Femenino","Sin datos","No es un caso de Violencia Familiar","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","No se trata de un caso de violencia familiar","2018-12-28 01:12:53","Ciudad Autónoma de Buenos Aires","02"
"410562","Víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Otro no conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-28 02:01:28","Ciudad Autónoma de Buenos Aires","02"
"410563","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-28 02:16:47","Ciudad Autónoma de Buenos Aires","02"
"373741","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-28 02:53:22","Ciudad Autónoma de Buenos Aires","02"
"346444","Víctima","Femenino","Madre","Psicológica","20","18 a 29 años","Femenino","1","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-28 02:57:26","Ciudad Autónoma de Buenos Aires","02"
"410564","Comisaría","Femenino","Otro no familiar","Psicológica","Sin Datos","Sin Datos","Femenino","1","2","Masculino","Ex espos@/pareja","La víctima no aceptó la intervención de Equipos Móviles","2018-12-28 03:17:20","Ciudad Autónoma de Buenos Aires","02"
"410565","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-28 03:31:55","Ciudad Autónoma de Buenos Aires","02"
"372960","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-28 07:34:56","Ciudad Autónoma de Buenos Aires","02"
"348785","Profesionales PVCV","NS/NC","Sin datos","Sin datos","Sin Datos","Sin Datos","NS/NC","0","0","NS/NC","Ns/Nc","Intervención Equipos Móviles a donde se encontrara la/s víctima/s","2018-12-28 07:36:31","Ciudad Autónoma de Buenos Aires","02"
"348785","Víctima","Femenino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Espos@/compañer@ actual","Llamante solicitó información y/o orientación","2018-12-28 07:39:29","Ciudad Autónoma de Buenos Aires","02"
"410566","Familiar de la víctima","Femenino","Madre","Sexual","13","12 a 17 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2018-12-28 11:03:49","Ciudad Autónoma de Buenos Aires","02"
"410567","Comisaría","Femenino","Otro no familiar","Física","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-28 11:06:15","Ciudad Autónoma de Buenos Aires","02"
"410568","Familiar de la víctima","Femenino","Otro familiar","Física","31","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-28 11:39:21","Ciudad Autónoma de Buenos Aires","02"
"410569","Comisaría","Femenino","Otro no familiar","Física","30","30 a 39 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-28 12:01:20","Ciudad Autónoma de Buenos Aires","02"
"410570","Familiar de la víctima","Femenino","No hay niñas/os","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Femenino","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-28 12:01:52","Ciudad Autónoma de Buenos Aires","02"
"410571","Comisaría","Femenino","Otro no familiar","Física","22","18 a 29 años","Femenino","2","1","Masculino","Espos@/compañer@ actual","La víctima no aceptó la intervención de Equipos Móviles","2018-12-28 12:16:55","Ciudad Autónoma de Buenos Aires","02"
"410572","Comisaría","Femenino","Otro no familiar","Física","34","30 a 39 años","Femenino","4","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-28 12:34:15","Ciudad Autónoma de Buenos Aires","02"
"410573","Víctima","Femenino","Madre","Psicológica","31","30 a 39 años","Femenino","2","1","Masculino","Ex espos@/pareja","No había móviles y/o Equipos para realizar la intervención","2018-12-28 13:24:02","Ciudad Autónoma de Buenos Aires","02"
"410588","Otra Institución","Femenino","Otro no familiar","Física","23","18 a 29 años","Masculino","1","1","Masculino","Otro conviviente","Llamante solicitó información y/o orientación","2018-12-28 15:54:03","Ciudad Autónoma de Buenos Aires","02"
"410589","Comisaría","Masculino","Otro no familiar","Física","42","40 a 49 años","Femenino","1","2","Femenino","Otro no conviviente","Llamante solicitó información y/o orientación","2018-12-28 16:03:53","Ciudad Autónoma de Buenos Aires","02"
"409066","Víctima","Femenino","Madre","Psicológica","Sin Datos","Sin Datos","Femenino","3","1","Masculino","Ex espos@/pareja","Llamante solicitó información y/o orientación","2018-12-28 17:51:14","Ciudad Autónoma de Buenos Aires","02"
"410590","Familiar de la víctima","Masculino","No hay niñas/os","Física","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Otro conviviente","No intervino equipo móvil por tratarse de un caso fuera de CABA","2018-12-28 18:16:14","Ciudad Autónoma de Buenos Aires","02"
"410591","Víctima","Femenino","Sin datos","Psicológica","Sin Datos","Sin Datos","Femenino","1","1","Masculino","Ns/Nc","Llamante solicitó información y/o orientación","2018-12-28 18:58:12","Ciudad Autónoma de Buenos Aires","02"
"410592","Comisaría","Masculino","Otro no familiar","Física","33","30 a 39 años","Femenino","1","1","Masculino","Ex espos@/pareja","Está interviniendo o se deriva a otra institución","2018-12-28 21:17:49","Ciudad Autónoma de Buenos Aires","02"
